web-scraper-order,USERNAME,RATING,REVIEW,TIME,COUNT THE PEOPLE WHO LIKED THE REVIEW
1743116909-2247,G,10.0,"I think this is very good enough, service and others okay, if to Bali again, surely I stay here again",2017-10-22,0
1743116909-2248,AP,5.3,Poor parking in front of the hotel is very small. The number of rooms was not exactly the same as the car park so my car accident hit by truck up to 8 cars badly damaged in the hotel parking. Not recommended once who took the car and is not responsible once. Hopefully soon clean up. The plus points are the rooms are nice and the bathrooms are nice.,2017-10-21,0
1743116909-2249,FP,9.7,"Fast check-in process. The rooms are quite spacious with nice bathrooms, clean rooms. Her breakfast is pretty much varied. Location 15 minutes from airport. There is one less light in the room less bright lights. Overall the hotel is comfortable.",2017-10-21,0
1743116909-2250,BH,10.0,The location of the hotel is very strategic close to the airport and kuta ... steady,2017-10-20,0
1743116909-2251,EA,10.0,Best service rooms and all convenient amenities,2017-10-20,0
1743116909-2252,BL,6.7,"For the budget price, available room is quite spacious, the bathroom offered was well dilekngkapi with its bathup, and there is a balcony. but the service and cleanliness of the rooms is very lacking. I found trash in the bathroom garbage area. the bed sheets smelled musty, until we had to ask room service to replace. the taste of breakfast food was tasteless. if ignoring the service and just paying attention to the room, this hotel can be considered",2017-10-18,0
1743116909-2253,AM,10.0,"The service is really good, the hotel is near the Mall, I check in the executive suite room, the room is luxurious with a touch of nature classic spacious there is his work desk is also a plus, the bathroom is very spacious the same size of the room, Soak in the bathup very comfortable while watching TV, Swimming Pool Rooftop is also really cool Area, Breakfastnya The food is also a lot of variation is also delicious Es cream all all steady just do not regret anyway stay here, if to Bali later this year I will stay here again. Mega Boutique Hotel &amp; Spa is really wow really",2017-10-18,0
1743116909-2254,Ia,10.0,Very satisfactory with a very affordable price.,2017-10-18,0
1743116909-2255,HF,9.7,"The place is comfortable and for a romantic getaway is quite satisfactory, the food is delicious many variations in sarapanya, spacious bathroom, lack of the roadside so less good, but the overall this hotel bugdet satisfactory",2017-10-18,0
1743116909-2256,wayan e. s.,8.5,"Overall nice, friendly service. The rooms are nice",2017-10-17,0
1743116909-2257,NJ,6.0,Very bad and unpleasant hotel stay experience!,2017-10-17,0
1743116909-2258,CP,10.0,Her hotel is very nice and clean,2017-10-16,0
1743116909-2259,CP,9.7,Comfortable and very nice hotel.,2017-10-16,0
1743116909-2260,VH,5.7,Room 201 given. Really under the restaurant. So every time noisy people sliding tables or chairs. The rooms are damp. no window or exit vent. The bathroom door could not be closed. The level of noise is really disturbing. until if there is a table dragged so much pain. if told to come back here stay kaga deh.,2017-10-16,0
1743116909-2262,DC,8.8,"Comfortable, large rooms. There is a bathtub too. But in the bathroom a bit smelly. Breakfast steady",2017-10-14,0
1743116909-2263,A,8.8,"Hot water does not work, that&#39;s all the rest already ok.",2017-10-14,0
1743116909-2264,Diana H.,9.7,"Honeymoon is memorable, plan to stay again",2017-10-12,0
1743116909-2265,es,6.0,Many ants in the bath tub. refrigerator not working properly. but for the nice and big rooms,2017-10-12,0
1743116909-2266,SL,9.4,"Ok, big room, big bathroom there is bath tube. swimming pool rooftops cool bgt, breakfast sich usual j taste salty and less varied if long stay. location close to the airport I ngurahrai .. over all Ok Satisfied bgt ...",2017-10-11,0
1743116909-2267,SN,9.7,The rooms are nice The strategic location is just less scenery,2017-10-11,0
1743116909-2268,SD,9.4,"The hotel is nice rooms in accordance with good pictures and strategic location, the food is okay the staff is okay, just disappointed why the taxi online should not take passengers there even there is writing on the roadside. But fortunately I rent a car + driver. The room was a little scary to make my son an uncomfortable 3-year-old.",2017-10-10,1
1743116909-2269,DP,10.0,"the room is spacious, the rooms are comfortable, the food is many kinds and tasty. unfortunately the completeness of the room does not fit the description and although there is a flat tv in the bathtub area tp no remotenya. overall okay.",2017-10-10,0
1743116909-2270,SS,5.8,Mosquitoes are overwhelming.Cleanliness needs to be upgraded.the front of the lobby is a creepy impression as many local taxi / transport drivers prohibit online taxi in the hotel area.,2017-10-10,0
1743116909-2271,GA,8.5,The hotel is comfortable and nice for everywhere,2017-10-10,0
1743116909-2272,Ai Clara,10.0,"Very satisfying, when there is very fast service trouble breakfast vary, if there is spare time to stay at this hotel again",2017-10-10,0
1743116909-2274,Rivaldy C.,10.0,"facilities okay, his person is also friendly",2017-10-09,0
1743116909-2275,agnes p. a. b.,10.0,"wonderfull experience stay here:
1. love dg roomnya, designnya beautiful, comfy bgt roomnya, roommya jg net
2. staff2nya ramah2 bgt and helpfull bgt
3. the pool is nice
4. cuman one note, will lbh good jk taxi online tdk problem here, jd we ga need to bother the road dl out
but, will stay here lg later kl holiday dg family ... makasih mega boutique hotel &amp; spa, thanks traveloka ...
would stay here lg",2017-10-08,0
1743116909-2276,lucy r.,8.4,The hotel is very comfortable..pas for family holidays ..,2017-10-08,0
1743116909-2277,RM,9.6,fun. clean rooms. breakfast is varied,2017-10-07,0
1743116909-2278,RM,9.6,fun. the rooms are clean and unique. breakfast is varied.,2017-10-07,0
1743116909-2279,YN,8.5,The hotel is convenient for honeymoon,2017-10-06,0
1743116909-2280,ER,8.5,"The rooms are nice &amp; comfortable, the service is satisfactory",2017-10-06,0
1743116909-2281,PP,8.8,nice and fun for a vacation,2017-10-06,0
1743116909-2282,JA,8.3,The food and service is quite good only the toiletries especially the towels and bedding like xx are not cleaned properly,2017-10-06,0
1743116909-2283,MH,9.1,Breakfast needs to be improved.,2017-10-05,0
1743116909-2284,shi t.,7.0,Ordinary hotel staff aja. Delicious food. Nice bathroom. The rooms are noisy. Towels a bit smelly. Check in a bit longer. Over all pretty decent.,2017-10-05,0
1743116909-2285,YA,9.7,"Steady, the waiter is nice and friendly. The rooms are very nice and cool. Luxury really .. thanks Mega hotel .. We love the room with very romantic.",2017-10-05,0
1743116909-2287,pa,8.4,"Facilities are very good, but the service is not very good because at check in do not know where the rooms are but both receptionis and other officers just ignore nobody to deliver or give clear. Overall quite good with a fairly cheap price. Hopefully the future can be better for the service.",2017-10-04,0
1743116909-2288,HS,9.7,I book deluxe rooms. When it turns out the room is full. Jump on switch to free &amp; fast executive. Delicious food. But the location of my front room exactly the restaurant.,2017-10-04,0
1743116909-2289,G,8.5,The bathtub with the kids tv is very fond.,2017-10-04,0
1743116909-2290,NH,8.5,Nice bathroom. the room is standard si. food is pretty good. recommended.,2017-10-04,0
1743116909-2291,Gia m. n.,8.4,Room Mandinyaa Wow !!! which made it special in this hotel. More ordinary ajah. Food is pretty decent ice cream. Just less variation. His staff are indifferent to guests. No one helps lift the goods. Parking cramped PR that car brings.,2017-10-04,0
1743116909-2292,DS,8.5,"Overall good just input the TV should place in front of the bed, sometimes hot shower sometimes not and parking lot less car",2017-10-03,0
1743116909-2293,VR,8.5,Satisfied and happy really nice breakfast,2017-10-03,0
1743116909-2294,AA,9.6,"The hotel is good, the breakfast variations are many, the location of the hotel is also strategic because in the middle of the city and close to the mall galeria Bali Perhaps the only drawbacks on the bathroom a little smelly musty More satisfying stay at Mega Boutique Hotel",2017-10-03,0
1743116909-2295,h,9.7,"Clean, nice, and cheap hotel..was in the city center.",2017-10-03,0
1743116909-2296,AI,10.0,"the receptionist is always ready to help, the rooms fit the pictures, then a nice breakfast!",2017-10-02,0
1743116909-2297,SC,8.5,"Comfortable with unique room feel, and also good hotel",2017-10-02,1
1743116909-2298,zr,9.4,"Good hotel and comfortable for a vacation, breakfastnya tasty lots of variants but minusnya if anyone passes or ngapain-up on our room upstairs really sounded. Pas sleep sometimes so surprised there was such a noise. Is it because the wooden floors well? Continuous airless rada room no room deodorizer, refrigerator less cold and narrow parking but for service and staff really good, cheap but okay quality. Thanks mega boutique for 4 days three night comfortable",2017-10-02,0
1743116909-2299,AA,8.8,"The rooms are quite comfortable, but the fridge is not cold and the water for the shower is not warm. For the tv layout was less strategic. As for breakfast good food and many variants. Hopefully there are improvements to the refrigerator, warm water and tv layout.",2017-10-01,1
1743116909-2300,ID,8.5,"Nice to stay here the facilities are okay, the breakfast buffet and nice to suit my honeymoon partner kayak .. the place is also quiet not brisik .. thanks mega boutique ..",2017-09-30,0
1743116909-2301,R,5.8,Shower and bathtub facilities broken,2017-09-30,0
1743116909-2302,ni,8.7,"Pretty good for a hotel in the middle of town. The rooms are spacious, the bathroom is spacious with a big bathub. There is a TV in front of the bathub, comfortable for a soak. Unfortunately, the breakfast menu is not tasty.",2017-09-30,0
